Country,Year,FertilityRate,GDPperCapita ,LifeExpectancy ,MortalityRate,PopulationGrowth,CivilLiberties 
France,2001,1.9,22433.6,79.2,5.3,0.7,2
France,2002,1.9,24177.3,79.3,5.1,0.7,1
France,2003,1.9,29568.4,79.1,4.9,0.7,1
Gabon,1968,5,520.5,45.4,174,2.1,6
Gabon,1969,5,550.7,46.3,168.6,2.1,6
Gabon,1970,5.1,549.5,47.1,163.5,2,6
Gabon,1971,5.1,635.5,48,158.5,1.9,6
Gabon,1972,5.2,703.8,48.8,153.6,1.8,6
Gabon,1973,5.3,1160.3,49.6,148.8,1.8,6
Gabon,1974,5.3,2432.8,50.4,144.2,1.9,6
Gabon,1975,5.4,3332,51.2,139.7,2,6
Gabon,1976,5.5,4550.1,52,135.4,2.1,6
Gabon,1977,5.5,4154.2,52.8,131.1,2.2,6
Gabon,1978,5.6,3452.6,53.7,127,2.3,6
Gabon,1979,5.6,4275.3,54.5,123.1,2.4,6
Gabon,1980,5.7,5892.1,55.3,119.3,2.4,6
Gabon,1981,5.7,5186.4,56.1,115.6,2.5,6
Gabon,1982,5.7,4736,56.9,112,2.6,6
Gabon,1983,5.7,4325.3,57.7,108.7,2.6,6
Gabon,1984,5.7,4423.5,58.4,105.7,2.7,6
Gabon,1985,5.7,4038.1,59.2,102.8,2.7,6
Gabon,1986,5.7,4004,59.8,100.2,2.7,6
Gabon,1987,5.6,3755.5,60.3,97.9,2.8,6
Gabon,1988,5.6,4267.8,60.6,95.8,2.8,6
Gabon,1989,5.5,4532.2,60.9,94.1,2.8,5
Gabon,1990,5.4,6268.9,61,92.5,2.8,4
Gabon,1991,5.4,5537,60.9,91.2,2.7,3
Gabon,1992,5.3,5578,60.8,90.1,2.7,4
Gabon,1993,5.2,4252.1,60.7,89.2,2.7,4
Gabon,1994,5.1,3963.9,60.4,88.4,2.6,4
Gabon,1995,5,4570.6,60.2,87.7,2.6,4
Gabon,1996,4.9,5116.2,59.9,87.1,2.5,4
Gabon,1997,4.8,4667.2,59.5,86.3,2.5,4
Gabon,1998,4.7,3831.8,59.1,85.4,2.5,4
Gabon,1999,4.6,3888.9,58.6,84.3,2.4,4
Gabon,2000,4.5,4136,58.3,82.9,2.4,4
Gabon,2001,4.5,3993,58,81.4,2.4,4
Gabon,2002,4.4,4141.4,57.8,79.6,2.4,4
Gabon,2003,4.3,4933.5,57.8,77.8,2.4,4
Honduras,1968,7.4,252.6,51.3,157.7,2.9,7
Honduras,1969,7.3,253.3,51.9,151.8,3,7
Honduras,1970,7.3,266.1,52.5,146.1,3,7
Honduras,1971,7.2,261.2,53.1,140.4,3,7
Honduras,1972,7.1,278.6,53.8,134.9,3,7
Honduras,1973,7,307.3,54.4,129.4,3,3
Honduras,1974,6.9,338.2,55.1,148.7,3,3
Honduras,1975,6.8,356.5,55.8,118.9,3,3
Honduras,1976,6.7,414.6,56.6,113.9,3.1,3
Honduras,1977,6.6,497.9,57.3,108.9,3.1,3
Honduras,1978,6.5,895.6,58.1,104,3.1,3
Honduras,1979,6.4,993.7,58.9,99.4,3.1,3
Honduras,1980,6.3,1078.8,59.6,94.8,3.1,3
Honduras,1981,6.2,1066.2,60.4,90.4,3.1,3
Honduras,1982,6.1,1091,61.2,86.1,3.1,3
Honduras,1983,5.9,1110.5,62.1,82,3,3
Honduras,1984,5.8,1183,62.9,78.1,3,3
Honduras,1985,5.7,1232.9,63.6,74.3,3,3
Honduras,1986,5.6,1287.4,64.4,70.7,3,3
Honduras,1987,5.4,1362.9,65.1,67.3,2.9,3
Honduras,1988,5.3,1262.1,65.7,64.1,2.9,3
Honduras,1989,5.2,1128.3,66.2,61,2.9,3
Honduras,1990,5.1,993.5,66.7,58.2,2.9,3
Honduras,1991,5,911.8,67.2,55.5,2.9,3
Honduras,1992,5,942.6,67.6,53,2.8,3
Honduras,1993,4.9,913.3,68,50.6,2.8,3
Honduras,1994,4.8,836.6,68.5,48.4,2.8,3
Honduras,1995,4.8,936.7,68.9,46.3,2.8,3
Honduras,1996,4.7,887.7,69.3,44.3,2.9,3
Honduras,1997,4.6,949,69.7,42.4,2.9,3
Honduras,1998,4.5,1023.5,70,63.7,2.8,3
Honduras,1999,4.4,1002.7,70.4,38.7,2.8,3
Honduras,2000,4.2,1080.5,70.7,37,2.7,3
Honduras,2001,4.1,1120.5,71,35.3,2.7,3
Honduras,2002,4,1122.1,71.2,33.7,2.6,3
Honduras,2003,3.8,1145.5,71.5,32.1,2.5,3
Iceland,1968,3.1,2354.5,74,17.2,1.4,1
Iceland,1969,3,2039.2,73.8,16.6,0.9,1
Iceland,1970,2.8,2576.4,73.9,16,0.5,1
Iceland,1971,2.9,3252.1,73.6,15.4,0.8,1
Iceland,1972,3.1,4014.8,74.5,14.8,1.5,1
Iceland,1973,2.9,5437.3,74.5,14.1,1.5,1
Iceland,1974,2.7,7040.6,74.5,13.5,1.4,1
Iceland,1975,2.7,6454.2,75.6,12.8,1.3,1
Iceland,1976,2.5,7583.3,77,12.2,1,1
Iceland,1977,2.3,9957.3,76.4,11.5,0.7,1
Iceland,1978,2.4,11236.7,76.6,10.8,0.8,1
Iceland,1979,2.5,12640.6,76.8,10.2,1,1
Iceland,1980,2.5,14821.8,76.8,9.6,1.1,1
Iceland,1981,2.3,15137.3,76.5,9.1,1.1,1
Iceland,1982,2.3,13711.7,77,8.7,1.3,1
Iceland,1983,2.2,11671.8,76.8,8.3,1.3,1
Iceland,1984,2.1,11959.5,77.6,7.9,1.1,1
Iceland,1985,1.9,12361.2,77.6,7.6,0.8,1
Iceland,1986,1.9,16406,78,7.4,0.7,1
Iceland,1987,2.1,22453.2,77.3,7.1,1.1,1
Iceland,1988,2.3,24452,77.1,6.9,1.6,1
Iceland,1989,2.2,22434.3,78.1,6.7,1.2,1
Iceland,1990,2.3,25384.9,78,6.5,0.8,1
Iceland,1991,2.2,26803,78,6.2,1.2,1
Iceland,1992,2.2,27124.3,78.8,6,1.3,1
Iceland,1993,2.2,23579.8,78.9,5.7,1,1
Iceland,1994,2.1,24018.6,79.2,5.5,0.9,1
Iceland,1995,2.1,26633.6,78,5.2,0.5,1
Iceland,1996,2.1,27614.9,78.8,5,0.5,1
Iceland,1997,2,27919.2,78.9,4.7,0.8,1
Iceland,1998,2.1,31030.1,79.6,4.5,1.1,1
Iceland,1999,2,32381.6,79.4,4.3,1.2,1
Iceland,2000,2.1,32096.4,79.7,4.1,1.4,1
Iceland,2001,2,28897.4,80.7,3.9,1.3,1
Iceland,2002,1.9,32409.2,80.5,3.7,0.9,1
Iceland,2003,2,39476.7,81,3.5,0.7,1
India,1968,5.7,99.9,46.4,219.2,2.1,2
India,1969,5.6,107.6,47.1,216.5,2.2,2
India,1970,5.6,112.4,47.7,213.6,2.2,2
India,1971,5.5,118.6,48.4,210.4,2.3,2
India,1972,5.4,123,49.1,207,2.3,2
India,1973,5.4,143.8,49.7,203.2,2.3,3
India,1974,5.3,163.5,50.4,199.1,2.3,3
India,1975,5.2,158,51,194.6,2.3,3
India,1976,5.1,161.1,51.6,189.7,2.3,5
India,1977,5,186.2,52.2,184.5,2.3,5
India,1978,5,205.7,52.8,179.1,2.3,2
India,1979,4.9,224,53.3,173.6,2.3,2
India,1980,4.8,266.6,53.8,168.1,2.3,2
India,1981,4.8,270.5,54.3,163,2.3,3
India,1982,4.7,274.1,54.7,158.2,2.3,3
India,1983,4.6,291.2,55.1,153.8,2.3,3
India,1984,4.6,276.7,55.4,149.7,2.3,3
India,1985,4.5,296.4,55.8,145.7,2.3,3
India,1986,4.4,310.5,56.2,141.7,2.2,3
India,1987,4.3,340.4,56.6,137.8,2.2,3
India,1988,4.2,354.1,57,133.8,2.1,3
India,1989,4.1,346.1,57.4,129.9,2.1,3
India,1990,4,367.6,57.9,126.2,2.1,3
India,1991,4,303.1,58.4,122.7,2,4
India,1992,3.9,317,58.9,119.3,2,4
India,1993,3.8,301.2,59.3,116,2,4
India,1994,3.7,346.1,59.8,112.7,1.9,4
India,1995,3.7,373.8,60.3,109.4,1.9,4
India,1996,3.6,400,60.8,106,1.9,4
India,1997,3.5,415.5,61.2,102.5,1.9,4
India,1998,3.4,413.3,61.7,98.9,1.8,3
India,1999,3.4,442,62.1,95.3,1.8,3
India,2000,3.3,443.3,62.5,91.7,1.8,3
India,2001,3.2,451.6,62.9,88.1,1.7,3
India,2002,3.2,471,63.3,84.5,1.7,3
India,2003,3.1,546.7,63.7,81.1,1.7,3
Iraq,1968,7.4,312.8,56.7,124.8,3.4,7
Iraq,1969,7.4,313.8,57.5,119,3.4,7
Iraq,1970,7.4,330.9,58.2,113.6,3.4,7
Iraq,1971,7.3,376.9,58.9,108.4,3.3,7
Iraq,1972,7.2,388.1,59.5,103.5,3.3,7
Iraq,1973,7.2,468.9,60.1,98.9,3.3,7
Iraq,1974,7.1,1018.1,60.6,94.4,3.2,7
Iraq,1975,7,1151.8,61.1,90.2,3.2,7
Iraq,1976,6.9,1471.1,61.3,86.2,3.2,7
Iraq,1977,6.8,1591.9,61.2,82.5,3.2,7
Iraq,1978,6.7,1847.7,60.9,79,3.1,7
Iraq,1979,6.7,2852.1,60.4,75.9,3.1,6
Iraq,1980,6.6,3850.3,59.9,72.9,2.9,7
Iraq,1981,6.5,2693.2,59.4,70.2,2.8,7
Iraq,1982,6.4,2936.6,59.3,67.7,2.7,7
Iraq,1983,6.3,2748,59.5,65.4,2.6,7
Iraq,1984,6.3,3090,60,63.3,2.5,7
Iraq,1985,6.2,3113,60.9,61.4,2.4,7
Iraq,1986,6.2,2970.8,62,59.6,2.2,7
Iraq,1987,6.1,3492.3,63.1,58,2.2,7
Iraq,1988,6,3773.4,64.2,56.6,2.2,7
Iraq,1989,6,3873.6,65.2,55.2,2.3,6
Iraq,1990,5.9,10356.9,66,54.1,2.5,7
Iraq,1991,5.8,22.8,66.7,53,2.7,7
Iraq,1992,5.7,30.1,67.2,51.9,2.8,7
Iraq,1993,5.6,54.4,67.7,51,3,7
Iraq,1994,5.5,204.3,68.1,50.1,3,7
Iraq,1995,5.4,639.9,68.4,49.1,3.1,7
Iraq,1996,5.3,502,68.7,48.2,3.1,7
Iraq,1997,5.2,968.5,68.9,47.3,3.1,7
Iraq,1998,5.1,932.3,69.1,46.3,3.1,7
Iraq,1999,5,1617.5,69.1,45.4,3.1,7
Iraq,2000,4.9,2058.3,69.1,44.5,3,7
Iraq,2001,4.8,1494.4,69,43.5,3,7
Iraq,2002,4.8,1320.7,68.8,42.6,2.9,7
Iraq,2003,4.7,854.8,68.6,41.8,2.8,5
Jordan,1968,8,374.1,58.8,99.3,8.4,6
Jordan,1969,8,432.1,59.5,94.3,7.5,6
Jordan,1970,7.9,371.6,60.2,89.6,6.2,6
Jordan,1971,7.9,374.9,60.9,85.3,5,6
Jordan,1972,7.8,418.6,61.5,81.1,4,6
Jordan,1973,7.8,484.3,62.2,77.2,3.4,6
Jordan,1974,7.7,596.4,62.9,73.5,3,6
Jordan,1975,7.6,659.8,63.5,70,2.9,6
Jordan,1976,7.5,804.8,64.1,66.7,2.7,6
Jordan,1977,7.5,962,64.7,63.6,2.6,6
Jordan,1978,7.4,1163,65.2,60.7,2.7,6
Jordan,1979,7.3,1420.6,65.7,57.8,2.9,6
Jordan,1980,7.3,1644.3,66.2,55.2,3.2,6
Jordan,1981,7.2,1778.9,66.7,52.7,3.6,6
Jordan,1982,7.1,1825.8,67.1,50.3,3.9,6
Jordan,1983,6.9,1841.9,67.5,48,4.1,6
Jordan,1984,6.8,1783.7,67.9,45.9,4.1,5
Jordan,1985,6.6,1722,68.3,43.9,4.1,5
Jordan,1986,6.4,2123,68.6,42.1,3.9,5
Jordan,1987,6.2,2157.1,69,40.3,3.8,5
Jordan,1988,5.9,1927.6,69.3,38.7,3.9,5
Jordan,1989,5.7,1241.7,69.6,37.3,4.3,5
Jordan,1990,5.5,1166.6,69.9,36,4.8,5
Jordan,1991,5.3,1155.2,70.1,34.8,5.3,4
Jordan,1992,5.1,1335.3,70.3,33.7,5.6,3
Jordan,1993,5,1334.2,70.5,32.7,5.5,4
Jordan,1994,4.8,1414.3,70.7,31.7,4.8,4
Jordan,1995,4.6,1466,70.9,30.8,4,4
Jordan,1996,4.5,1463.9,71.1,30,3.1,4
Jordan,1997,4.4,1494.5,71.2,29.1,2.4,4
Jordan,1998,4.3,1600.4,71.4,28.3,1.9,5
Jordan,1999,4.2,1619.5,71.6,27.6,1.8,4
Jordan,2000,4.1,1651.6,71.7,26.8,1.8,4
Jordan,2001,4.1,1720.4,71.9,26.1,1.8,5
Jordan,2002,4,1802.1,72.1,25.3,1.9,5
Jordan,2003,4,1876.3,72.3,24.6,2.2,5
Malta,1968,2.1,828.4,70.9,30.5,-1.2,1
Malta,1969,2,828.4,71.1,29.2,-1.2,1
Malta,1970,2,828.4,71.3,27.9,-0.5,1
Malta,1971,2.1,874.1,71.5,26.5,0,1
Malta,1972,2,975.8,71.7,25.2,-0.1,1
Malta,1973,1.7,1143.6,71.9,23.9,-0.1,2
Malta,1974,1.6,1245.4,72.1,22.6,-0.1,1
Malta,1975,2.3,1560.1,72.3,21.4,0.7,1
Malta,1976,2.2,1726.6,72.4,20.3,0.5,1
Malta,1977,2.1,2037.9,72.6,19.3,0.4,2
Malta,1978,2.1,2558.7,72.7,18.4,1,2
Malta,1979,2.1,3195.6,72.9,17.6,1,2
Malta,1980,2,3948.4,73.1,16.9,1,3
Malta,1981,1.9,3898.2,73.3,16.3,0.7,3
Malta,1982,1.9,3788.1,73.6,15.7,2.1,3
Malta,1983,1.9,3527,73.9,15.1,1.4,4
Malta,1984,2,3332.9,74.3,14.5,0,4
Malta,1985,2,3322.4,74.8,13.9,1.8,4
Malta,1986,1.9,4194.7,75.2,13.3,1.7,4
Malta,1987,2,5083.7,75.6,12.7,0.7,2
Malta,1988,2.1,5814.4,76.1,12.2,0.8,2
Malta,1989,2.1,6040.6,76.4,11.7,1,1
Malta,1990,2,7191.9,76.8,11.3,1,1
Malta,1991,2,7558.3,77.1,10.9,2.7,1
Malta,1992,2.1,8220.2,77.4,10.5,1,1
Malta,1993,2,7296.3,77.6,10.2,1,1
Malta,1994,1.8,8000.5,77.8,9.8,0.9,1
Malta,1995,1.8,9857.5,77.3,9.5,0.7,1
Malta,1996,2,10062.7,77.3,9.1,0.7,1
Malta,1997,1.9,9909.9,77.7,8.7,0.8,1
Malta,1998,1.8,10409.3,77.6,8.4,0.6,1
Malta,1999,1.7,10633.6,77.5,8.1,0.6,1
Malta,2000,1.7,10432.3,78.3,7.8,0.6,1
Malta,2001,1.5,10402.2,78.8,7.5,0.8,1
Malta,2002,1.5,11289.9,78.7,7.3,0.7,1
Malta,2003,1.5,13669.5,78.5,7.2,0.7,1
Netherlands,1968,2.7,2185.2,73.6,16.9,1,1
Netherlands,1969,2.8,2643,73.5,16.4,1.2,1
Netherlands,1970,2.6,2927.1,73.6,15.8,1.2,1
Netherlands,1971,2.4,3378.6,73.8,15.3,1.2,1
Netherlands,1972,2.2,4104.5,73.7,14.7,1,1
Netherlands,1973,1.9,5345.6,74.1,14.1,0.8,1
Netherlands,1974,1.8,6441,74.5,13.6,0.8,1
Netherlands,1975,1.7,7335.5,74.5,13.1,0.9,1
Netherlands,1976,1.6,7925.7,74.6,12.6,0.8,1
Netherlands,1977,1.6,9166.8,75.2,12.1,0.6,1
Netherlands,1978,1.6,11179.4,75.1,11.6,0.6,1
Netherlands,1979,1.6,12798.5,75.6,11.2,0.7,1
Netherlands,1980,1.6,13791.9,75.7,10.9,0.8,1
Netherlands,1981,1.6,11520.4,75.9,10.6,0.7,1
Netherlands,1982,1.5,11072.7,76,10.4,0.5,1
Netherlands,1983,1.5,10680.4,76.2,10.2,0.4,1
Netherlands,1984,1.5,9977.2,76.2,9.9,0.4,1
Netherlands,1985,1.5,9926.1,76.3,9.7,0.5,1
Netherlands,1986,1.6,13783.9,76.3,9.5,0.6,1
Netherlands,1987,1.6,16709.6,76.7,9.2,0.6,1
Netherlands,1988,1.6,17744.5,76.9,8.9,0.6,1
Netherlands,1989,1.6,17397.7,76.7,8.6,0.6,1
Netherlands,1990,1.6,21290.9,76.9,8.3,0.7,1
Netherlands,1991,1.6,21732.2,77,8,0.8,1
Netherlands,1992,1.6,23904,77.2,7.7,0.8,1
Netherlands,1993,1.6,23122.4,76.9,7.4,0.7,1
Netherlands,1994,1.6,24646.3,77.4,7.1,0.6,1
Netherlands,1995,1.5,29258.1,77.4,6.9,0.5,1
Netherlands,1996,1.5,29006.8,77.4,6.7,0.5,1
Netherlands,1997,1.6,26700.5,77.8,6.5,0.5,1
Netherlands,1998,1.6,27885.8,77.9,6.4,0.6,1
Netherlands,1999,1.7,28263.1,77.8,6.3,0.7,1
Netherlands,2000,1.7,26149.4,78,6.2,0.7,1
Netherlands,2001,1.7,26873.3,78.2,6.1,0.8,1
Netherlands,2002,1.7,29204,78.3,5.9,0.6,1
Netherlands,2003,1.8,35672.2,78.5,5.7,0.5,1
New Zealand,1968,3.3,1885.2,71.1,21.6,0.9,1
New Zealand,1969,3.3,2077.9,71.5,21.2,0.9,1
New Zealand,1970,3.2,2772.9,71.3,20.8,1.4,1
New Zealand,1971,3.2,2772.9,71.8,20.3,1.5,1
New Zealand,1972,3,3294.6,71.8,19.8,1.8,1
New Zealand,1973,2.7,4323.2,71.7,19.4,2,1
New Zealand,1974,2.6,4610.6,71.9,18.8,2.1,1
New Zealand,1975,2.3,4171.8,72.2,18.3,1.9,1
New Zealand,1976,2.3,4373.8,72.4,17.7,0.9,1
New Zealand,1977,2.2,4950.6,72.2,17.1,0.3,1
New Zealand,1978,2.1,5937,73,16.6,0,1
New Zealand,1979,2.1,6668.1,73.1,16.1,-0.4,1
New Zealand,1980,2,7467.2,72.8,15.6,0.1,1
New Zealand,1981,2,7813.9,73.6,15.2,0.4,1
New Zealand,1982,2,7656.5,73.7,14.8,1,1
New Zealand,1983,1.9,7598.3,73.8,14.5,1.4,1
New Zealand,1984,1.9,6713.8,74.4,14.1,0.9,1
New Zealand,1985,1.9,7600.6,73.8,13.8,0.6,1
New Zealand,1986,2,9427.6,74.1,13.4,0,1
New Zealand,1987,2,12330.9,74.2,12.9,0.9,1
New Zealand,1988,2.1,13759.2,74.4,12.4,0.3,1
New Zealand,1989,2.1,13312.4,74.8,11.8,0.5,1
New Zealand,1990,2.2,13663,75.4,11.2,0.9,1
New Zealand,1991,2.2,12230.1,76,10.6,1,1
New Zealand,1992,2.1,11793.1,76.1,10,1,1
New Zealand,1993,2.1,13094.3,76.4,9.5,1.1,1
New Zealand,1994,2,15280.3,76.9,9.1,1.3,1
New Zealand,1995,2,17400.4,76.7,8.7,1.5,1
New Zealand,1996,2,18794.4,76.8,8.4,1.6,1
New Zealand,1997,2,17474.2,77.3,8.1,1.3,1
New Zealand,1998,1.9,14738.4,78.1,7.8,0.9,1
New Zealand,1999,2,15322.2,77.9,7.6,0.5,1
New Zealand,2000,2,13641.1,78.6,7.4,0.6,1
New Zealand,2001,2,13882.9,78.7,7.2,0.6,1
New Zealand,2002,1.9,16874.2,78.8,7,1.7,1
New Zealand,2003,1.9,21913.7,79.1,6.9,2,1
Nigeria,1968,6.4,97.2,40.2,298.9,2.2,6
Nigeria,1969,6.4,121.2,40.6,291.8,2.2,6
Nigeria,1970,6.5,224.1,41,284.4,2.3,6
Nigeria,1971,6.5,160.2,41.4,276.6,2.3,6
Nigeria,1972,6.6,209.2,41.8,268.7,2.4,6
Nigeria,1973,6.6,252.2,42.3,260.3,2.4,4
Nigeria,1974,6.7,402.8,42.7,252,2.6,4
Nigeria,1975,6.7,438.3,43.2,243.8,2.7,4
Nigeria,1976,6.7,556.7,43.6,236,2.9,5
Nigeria,1977,6.8,536.2,44.1,228.9,3,4
Nigeria,1978,6.8,527.3,44.5,222.6,3,4
Nigeria,1979,6.8,662.3,45,217.3,3,3
Nigeria,1980,6.8,874.4,45.3,213,2.8,3
Nigeria,1981,6.8,2180.2,45.6,209.9,2.7,3
Nigeria,1982,6.8,1843.9,45.9,208,2.6,3
Nigeria,1983,6.7,1222.6,46,207.2,2.5,3
Nigeria,1984,6.7,902.2,46.1,207.3,2.5,5
Nigeria,1985,6.7,882.5,46.1,207.9,2.6,5
Nigeria,1986,6.7,639,46.1,208.8,2.6,5
Nigeria,1987,6.6,598.3,46,209.6,2.6,5
Nigeria,1988,6.6,549.2,46,210.2,2.6,5
Nigeria,1989,6.5,474.2,45.9,210.3,2.6,5
Nigeria,1990,6.5,567.5,45.9,210,2.6,5
Nigeria,1991,6.4,502.9,45.9,209.5,2.5,4
Nigeria,1992,6.4,477.2,45.9,208.7,2.5,4
Nigeria,1993,6.3,270.2,45.8,207.7,2.5,5
Nigeria,1994,6.3,321.3,45.8,206.3,2.5,6
Nigeria,1995,6.3,408.2,45.9,204.2,2.5,7
Nigeria,1996,6.2,461.5,45.9,201.5,2.5,6
Nigeria,1997,6.2,480,45.9,197.8,2.5,6
Nigeria,1998,6.2,469.4,46,193.3,2.5,4
Nigeria,1999,6.1,497.8,46.1,188.2,2.5,3
Nigeria,2000,6.1,567.9,46.3,182.9,2.5,4
Nigeria,2001,6.1,590.4,46.5,177.3,2.5,5
Nigeria,2002,6.1,741.7,46.8,171.5,2.5,5
Nigeria,2003,6,795.4,47.2,165.9,2.5,4
Pakistan,1968,6.6,145.9,51.5,197.8,2.7,3
Pakistan,1969,6.6,153.4,52.1,193.9,2.7,3
Pakistan,1970,6.6,172.5,52.6,190.4,2.7,3
Pakistan,1971,6.6,178.6,53.2,187.1,2.7,3
Pakistan,1972,6.6,153.4,53.7,184,2.7,3
Pakistan,1973,6.6,101.2,54.2,181.2,2.8,5
Pakistan,1974,6.6,137.1,54.6,178.5,2.8,5
Pakistan,1975,6.6,168.1,55,176,2.9,5
Pakistan,1976,6.6,191.3,55.4,173.7,3,5
Pakistan,1977,6.6,213.2,55.8,171.5,3,5
Pakistan,1978,6.6,243.3,56.2,169.4,3.1,4
Pakistan,1979,6.6,260.6,56.5,167.2,3.2,5
Pakistan,1980,6.5,303.1,56.9,165.1,3.2,5
Pakistan,1981,6.5,348.3,57.2,162.9,3.3,5
Pakistan,1982,6.5,368.3,57.5,160.6,3.4,5
Pakistan,1983,6.4,332.5,57.9,158.2,3.4,5
Pakistan,1984,6.4,349.2,58.2,155.7,3.3,5
Pakistan,1985,6.4,337.8,58.5,153.1,3.3,5
Pakistan,1986,6.4,335,58.9,150.5,3.2,5
Pakistan,1987,6.3,339.3,59.2,147.8,3.2,5
Pakistan,1988,6.3,379.5,59.5,145.1,3.1,3
Pakistan,1989,6.2,384.4,59.8,142.5,3,3
Pakistan,1990,6.2,371.7,60.1,139.7,3,4
Pakistan,1991,6.1,411.9,60.4,136.9,2.9,5
Pakistan,1992,6,429.1,60.7,134.1,2.8,5
Pakistan,1993,5.9,442.5,61,131,2.7,5
Pakistan,1994,5.8,434.5,61.2,127.8,2.8,5
Pakistan,1995,5.7,489.9,61.5,124.5,2.8,5
Pakistan,1996,5.6,497.2,61.8,121.1,2.8,5
Pakistan,1997,5.4,476.4,62,117.6,2.9,5
Pakistan,1998,5.3,461.2,62.3,114.2,2.8,5
Pakistan,1999,5.2,454.3,62.6,110.9,2.8,5
Pakistan,2000,5,576.2,62.8,107.8,2.6,5
Pakistan,2001,4.9,544.5,63.1,105,2.5,5
Pakistan,2002,4.8,534.3,63.3,102.4,2.4,5
Pakistan,2003,4.6,599.4,63.5,100.2,2.3,5
Panama,1968,5.4,775.6,64.6,71.3,2.9,7
Panama,1969,5.3,827.2,65.1,68.7,2.9,7
Panama,1970,5.2,889.2,65.5,66,2.9,7
Panama,1971,5.1,974.9,66,63.1,2.8,7
Panama,1972,4.9,1040.8,66.5,60.2,2.8,7
Panama,1973,4.8,1157.6,67,57.4,2.8,6
Panama,1974,4.7,1288,67.5,54.7,2.7,6
Panama,1975,4.5,1395.5,68,52.3,2.7,6
Panama,1976,4.4,1444.7,68.5,50.3,2.6,6
Panama,1977,4.3,1490,69,48.4,2.6,6
Panama,1978,4.1,1721.8,69.4,46.8,2.5,5
Panama,1979,4,1918.2,69.8,45.3,2.5,5
Panama,1980,3.9,2332.1,70.2,43.9,2.4,5
Panama,1981,3.8,2577.7,70.5,42.4,2.4,4
Panama,1982,3.7,2782.3,70.9,40.9,2.3,5
Panama,1983,3.6,2791.8,71.2,39.5,2.3,4
Panama,1984,3.5,2849.1,71.5,38.1,2.3,3
Panama,1985,3.4,2947.7,71.7,36.7,2.2,3
Panama,1986,3.3,2996.6,72,35.4,2.2,3
Panama,1987,3.3,2945.2,72.3,34.3,2.2,5
Panama,1988,3.2,2492.1,72.5,33.2,2.1,5
Panama,1989,3.1,2446.2,72.7,32.2,2.1,6
Panama,1990,3.1,2603.8,73,31.3,2.1,2
Panama,1991,3,2803.9,73.2,30.5,2.1,2
Panama,1992,3,3122.1,73.4,29.9,2.1,3
Panama,1993,2.9,3339.9,73.7,29.3,2.1,3
Panama,1994,2.9,3489.2,73.9,28.8,2.1,3
Panama,1995,2.9,3494.5,74.1,28.3,2,3
Panama,1996,2.8,3529.9,74.3,27.9,2,3
Panama,1997,2.8,3741.3,74.5,27.5,2,3
Panama,1998,2.8,3974.7,74.7,27.1,2,3
Panama,1999,2.8,4082.6,74.9,26.6,2,2
Panama,2000,2.7,4060.3,75.1,26,2,2
Panama,2001,2.7,4046.4,75.2,25.4,1.9,2
Panama,2002,2.7,4126.2,75.4,24.8,1.9,2
Panama,2003,2.7,4267.3,75.6,24.1,1.9,2
Paraguay,1968,6,220.1,65.1,78.7,2.6,4
Paraguay,1969,5.9,230.5,65.2,78.2,2.6,4
Paraguay,1970,5.7,240.3,65.4,77.7,2.5,4
Paraguay,1971,5.6,262.1,65.5,77.1,2.4,4
Paraguay,1972,5.5,296.1,65.7,76.2,2.4,4
Paraguay,1973,5.4,374.3,65.8,75.3,2.4,6
Paraguay,1974,5.3,489.6,66,74.2,2.4,5
Paraguay,1975,5.2,541.5,66.1,73,2.4,5
Paraguay,1976,5.2,593.7,66.3,71.6,2.5,5
Paraguay,1977,5.2,712.7,66.5,70.1,2.5,6
Paraguay,1978,5.2,849.5,66.7,68.5,2.6,6
Paraguay,1979,5.2,1103.9,66.8,66.8,2.7,5
Paraguay,1980,5.2,1398.1,67,65,2.8,5
Paraguay,1981,5.2,1718.5,67.2,63,2.8,5
Paraguay,1982,5.1,1608.7,67.3,60.9,2.9,5
Paraguay,1983,5.1,1635.6,67.5,58.9,2.9,5
Paraguay,1984,5,1260.7,67.6,56.8,2.9,5
Paraguay,1985,5,892.9,67.7,54.8,2.9,5
Paraguay,1986,4.9,984.4,67.9,52.8,2.9,6
Paraguay,1987,4.8,1020.4,68,50.9,2.8,6
Paraguay,1988,4.7,1063.5,68.2,49.1,2.8,6
Paraguay,1989,4.6,1156.9,68.3,47.2,2.7,3
Paraguay,1990,4.5,1376.2,68.5,45.5,2.7,3
Paraguay,1991,4.5,1611.4,68.8,43.9,2.6,3
Paraguay,1992,4.4,1610.2,69,42.3,2.5,3
Paraguay,1993,4.3,1591.4,69.2,40.9,2.5,3
Paraguay,1994,4.2,1686.8,69.3,39.6,2.4,3
Paraguay,1995,4.1,1897.1,69.5,38.4,2.3,3
Paraguay,1996,4,2002.7,69.7,37.3,2.3,3
Paraguay,1997,3.9,1993.8,69.9,36.4,2.2,3
Paraguay,1998,3.8,1813,70.1,35.5,2.2,3
Paraguay,1999,3.7,1694.1,70.3,34.7,2.1,3
Paraguay,2000,3.6,1663.6,70.5,33.9,2,3
Paraguay,2001,3.4,1565.1,70.8,33.1,2,3
Paraguay,2002,3.3,1300.9,71,32.3,1.9,3
Paraguay,2003,3.2,1365.4,71.2,31.6,1.8,3
